,Adlercreutzia_26dap_M,Adlercreutzia_cgly,Adlercreutzia_co2,Adlercreutzia_glu_L,Adlercreutzia_mg2,Adlercreutzia_ser_L,Blautia_26dap_M,Blautia_cgly,Blautia_co2,Blautia_glu_L,Blautia_mg2,Blautia_ser_L,Butyricimonas_26dap_M,Butyricimonas_cgly,Butyricimonas_glu_L,Butyricimonas_mg2,Butyricimonas_ocdca,Butyricimonas_ser_L,Enterobacter_26dap_M,Enterobacter_cgly,Enterobacter_co2,Enterobacter_dgsn,Enterobacter_kestopt,Enterobacter_mg2,Enterobacter_ocdca,Faecalibacterium_26dap_M,Faecalibacterium_glu_L,Faecalibacterium_mg2,Faecalibacterium_ocdca,Faecalibacterium_ser_L,Roseburia_26dap_M,Roseburia_co2,Roseburia_mg2,Roseburia_ocdca,Roseburia_ser_L,Collinsella_26dap_M,Collinsella_amylopect900,Collinsella_cgly,Collinsella_co2,Collinsella_dgsn,Collinsella_glu_L,Collinsella_mg2,Collinsella_ser_L,Fusobacterium_26dap_M,Fusobacterium_cgly,Fusobacterium_mg2,Fusobacterium_pydx5p,Fusobacterium_ser_L,Roseburia_glu_L,Veillonella_26dap_M,Veillonella_cgly,Veillonella_mg2,Veillonella_ocdca,Veillonella_ser_L,Dialister_26dap_M,Dialister_cgly,Dialister_co2,Dialister_mg2,Dialister_ocdca,Dialister_ser_L,Actinomyces_26dap_M,Actinomyces_cgly,Actinomyces_mg2,Actinomyces_ocdca,Actinomyces_ser_L,Roseburia_amylopect900,Roseburia_cgly,Roseburia_kestopt,Roseburia_melib,Rothia_26dap_M,Rothia_cgly,Rothia_mg2,Rothia_ser_L,Faecalibacterium_co2,Veillonella_glu_L,Dialister_glu_L,Fusobacterium_glu_L,Turicibacter_26dap_M,Turicibacter_cellb,Turicibacter_cgly,Turicibacter_co2,Turicibacter_glu_L,Turicibacter_mg2,Turicibacter_ser_L,Faecalibacterium_kestopt,Turicibacter_dgsn,Faecalibacterium_cgly,Methanobrevibacter_cgly,Methanobrevibacter_co2,Methanobrevibacter_glu_L,Methanobrevibacter_mg2,Methanobrevibacter_ser_L,Enterobacter_ser_L,Faecalibacterium_cellb,Actinomyces_glu_L,Collinsella_cellb,Faecalibacterium_melib,Rothia_glu_L,Enterobacter_glu_L,Parvimonas_26dap_M,Parvimonas_cgly,Parvimonas_co2,Parvimonas_dgsn,Parvimonas_glu_L,Sutterella_26dap_M,Sutterella_cgly,Sutterella_co2,Sutterella_glu_L,Sutterella_mg2,Sutterella_ocdca,Bulleidia_26dap_M,Bulleidia_cgly,Bulleidia_co2,Bulleidia_dgsn,Bulleidia_mg2,Bulleidia_ocdca,Bulleidia_ser_L,Parvimonas_mg2,Parvimonas_pydxn,Sutterella_ser_L,Blautia_cellb,Mobiluncus_26dap_M,Mobiluncus_cgly,Mobiluncus_co2,Mobiluncus_mg2,Mobiluncus_ocdca,Mobiluncus_ser_L,Actinomyces_cellb,Actinomyces_co2,Actinomyces_pydxn,Adlercreutzia_ocdca,Blautia_4hphac,Blautia_melib,Blautia_ocdca,Blautia_pydxn,Collinsella_ocdca,Collinsella_pydxn,Enterobacter_cellb,Enterobacter_pydxn,Faecalibacterium_pydxn,Fusobacterium_cellb,Fusobacterium_co2,Fusobacterium_dgsn,Fusobacterium_melib,Fusobacterium_pydxn,Rothia_co2,Rothia_ocdca,Sutterella_dgsn,Turicibacter_ocdca,Veillonella_pydxn,Selenomonas_26dap_M,Selenomonas_co2,Selenomonas_mg2,Selenomonas_ocdca,Actinomyces_melib,Bulleidia_cellb,Bulleidia_pydxn,Butyricimonas_co2,Butyricimonas_pydxn,Enterobacter_melib,Fusobacterium_ocdca,Roseburia_cellb,Turicibacter_melib,Veillonella_co2,Dialister_pydxn,Rothia_pydxn
MI_148_H,-0.00016010202959432,-4.40601050861228e-05,0.0219845012041531,0.000506493864271867,-1.59688947575885e-06,-0.00015628733834543,-3.74629363260237e-05,-0.000124320753564889,0.00045719056863714,-0.00032236734219552,-5.33533985072184e-06,-0.000279049041117588,0,0,0,0,0,0,-4.23267070518169e-08,-1.30374149786309e-07,1.3282330903511e-06,-2.73720038011096e-08,-9.77577492514117e-08,-5.07688840342875e-09,-1.30019599362642e-07,-8.71988148113501e-05,-0.000680394418965144,-1.80644677171205e-05,-9.43993817522852e-05,-0.000536261559901059,-0.00289338368081055,0.00225616991145204,-5.78857038513645e-05,-0.00016879523825101,-0.00179615615308432,-0.000201789404617132,-8.83571990564192e-07,-0.000393559819095146,0.00199289519319673,-0.000571794340991514,-0.00127885165435207,-4.32907983679286e-05,-0.00093925124648255,0,0,0,0,0,-0.00113679944652822,-1.62761938455599e-08,-8.71498945104838e-08,-8.31557451058008e-09,-7.0801118654141e-08,-3.09744425191821e-07,-0.0104002464357175,-0.000811124786663772,0.0235579888734096,-3.0503523236746e-05,-0.000839144880800572,-0.00257597697661497,-4.79895138266325e-09,-1.62320653023527e-08,-7.68340125856057e-10,-2.74649837075259e-08,-4.2719435084882e-08,0,0,0,0,-1.99768162868338e-06,-3.53967326266266e-07,-2.50772947597518e-08,-1.08595158117559e-06,0,0,0,0,-3.32766855613892e-09,0,-1.13671726279063e-08,1.58810324203919e-08,-3.24771989213573e-08,-4.11983754511382e-10,-1.1309150307434e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1540154378209e-06,0,0,0,0,0,0,-7.9623918633244e-09,0,3.45588341946497e-07,-2.45623798053837e-07,-7.39120493520386e-10,-5.77313565318228e-09,-0.000329423292046548,-7.3709888690083e-05,0.000533747726098872,0.000100358569748631,-8.03524760937498e-06,-0.000210365468352094,-0.000245429719456833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_149_H,-0.00222151567593498,-0.00061136148230089,0.244062100236711,-0.00333664568882862,-2.21578390487795e-05,0.0185605444701231,-6.01524084329032e-06,0,0.000336229493550502,-3.68857415927177e-05,-8.56669480032262e-07,0,-7.56767085060388e-09,-4.13791387053527e-08,-2.96242222025931e-07,-2.77105572571015e-09,-7.70374923959064e-08,-2.58322393058825e-07,-8.22715199205344e-09,-2.53411621370309e-08,2.58172115818404e-07,-5.32036747680626e-09,-3.80159654181674e-08,-9.86807986044567e-10,-2.52722472502484e-08,-0.000181975704489049,-0.00141991899763164,-3.7698840817442e-05,-0.000197002608749527,-0.0011191273111282,-0.0333153799230013,0.022677287485798,-0.000725347407806031,-0.00211511963005155,-0.0225070634538697,-4.57387597644846e-05,-1.92800193814692e-07,-8.92065569681482e-05,0.000462463733133612,-0.000129606230054173,-0.000289871951918415,-9.81254407445393e-06,-0.000212896148848197,0,0,0,0,0,-0.037165460591157,-1.80539849843527e-08,-9.66689695275053e-08,-9.22385532974185e-09,-7.85344746558139e-08,-3.43576714215998e-07,-2.98086883831685e-06,-4.64780007513887e-07,1.44595429914289e-05,-1.74787258289663e-08,-4.80835711614617e-07,-1.47605228964972e-06,-5.83809116012884e-08,-1.97468716383846e-07,-9.34712469256807e-09,-3.39554793873289e-07,-5.28435996813867e-07,0,0,-0.00282112898403458,0,-6.40442988199947e-09,-4.51110736390603e-08,-3.19595512531734e-09,-1.38398202635272e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000408837977685682,-0.00571423698267634,0.255166816357474,-0.0473956670357422,-0.000282461539285658,-0.0125643583417195,0,0,0,0,0,0,0,0,0,0,0,0,-3.95707844365145e-08,-1.04293184784416e-09,1.85558333325464e-06,-8.06873578979461e-07,-3.67321506197437e-09,-2.86908143151161e-08,-7.91492772553042e-05,-1.77099936684642e-05,0.00344710299674348,2.41127705713552e-05,-1.93059827949135e-06,-5.05437082973147e-05,-5.89684621002318e-05,0,0,3.144740124084e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_150_H,-0.000695355513866654,-0.000191361952692364,0.0954821468612022,0.00219980535008512,-6.93561415066498e-06,-0.000678787537805789,-3.25036582176588e-05,-0.000107863389246078,0.000213163652361314,-4.36533968135644e-05,-4.629056875674e-06,0,-2.45675110044163e-09,-1.34332275486836e-08,-9.61713873828787e-08,-8.99589099198237e-10,-2.50092727280553e-08,-8.38611821185832e-08,-1.20333178788294e-07,-3.70648627506075e-07,3.77611491813147e-06,-7.78175401918346e-08,-6.25153248497242e-07,-1.4433395898011e-08,-3.69640654467485e-07,-0.0428757131653105,0,-0.000924726868987317,-0.00483233971180879,-0.0535388003078388,-0.00559630915602239,0.00432609329996856,-0.000111961056742893,-0.000326479458490786,-0.00347407956705411,-2.42292836334715e-05,-1.01949558953415e-07,-4.72555657800105e-05,0.00024450834966154,-6.8656564472172e-05,-0.000153554442153301,-5.19801837151025e-06,-0.00011088398597157,0,0,0,0,0,-0.00219876858826577,-3.10294294566706e-08,-1.66145201361499e-07,-1.58530633830048e-08,-1.34977399358717e-07,-5.90506163927786e-07,-2.61898933680287e-07,-4.08355398933068e-08,1.27041446516574e-06,-1.53567966421533e-09,-4.22461929651279e-08,-1.29685853918313e-07,-1.78189067594749e-07,-6.02710123676676e-07,-2.85291097377076e-08,-1.02017343890789e-06,-1.61288193303386e-06,0,0,0,0,-7.0070180821067e-07,-1.24156693439556e-07,-8.79604914561441e-09,-3.80905658656168e-07,0,0,0,0,0,0,0,0,0,0,0,-0.0018892451826731,0,-0.0431098181836164,0,0,0,0,0,0,0,0,0,0,0,0,-2.47277083276234e-08,-3.99970845315005e-08,3.71814715178123e-06,9.65367737837147e-08,-2.2536980321254e-07,0,0,0,0,0,0,-0.000420996353904291,-9.41997579844212e-05,0.000682118878711772,0.000128256237392129,-1.02688851333167e-05,-0.000268842845365914,-0.000313654254346047,-2.29538514261346e-09,-2.29538514261346e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_151_H,-3.86815651265596e-05,-1.06451731354715e-05,0.00528326116854479,0.00010349185460476,-3.8581762150675e-07,0,-8.85554639353343e-06,-2.93871305573063e-05,6.79712104569584e-05,-7.62016871749971e-05,-1.26117582354361e-06,0,-1.0632707280721e-09,-5.81383992602243e-09,-4.16225400545935e-08,-3.89338079994467e-10,-1.0823899750094e-08,-3.62947390772246e-08,0,0,0,0,0,0,0,-5.6036690573112e-05,-0.000437242772229277,-1.16087929637834e-05,-6.06640005026461e-05,-0.000344618480921355,-1.85044839127093e-05,0.000147034968287879,-2.33423816293677e-06,-6.80665968680667e-06,-7.24299085986549e-05,-1.13760043668926e-05,-4.981192566673e-08,-2.2187181874859e-05,0.000111906107931211,-3.22352649408217e-05,-7.20960648658445e-05,-2.44054593557193e-06,-5.20616592596427e-05,0,0,0,0,0,0,-2.0317997675154e-09,-1.08791488406669e-08,-1.03805487435643e-09,-8.8382884712667e-09,-3.86662051991729e-08,-0.00249516908155521,-0.000291843846371903,0.00622237180661107,-1.09752108376844e-05,-0.000301925515904185,-0.000926840162427941,-1.01568624305895e-06,-3.43547665091881e-06,-1.62617295653679e-07,-5.66447616374908e-06,-9.19350447911031e-06,0,0,0,0,0,0,0,0,0,0,0,0,-2.19148877838874e-09,0,-7.4860313867822e-09,1.04587051719166e-08,-2.13883732075275e-08,-2.71318419986436e-10,-7.44781986959956e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65101425497004e-08,-4.28801730614884e-08,2.67140375240619e-06,1.0349538260428e-07,-2.41615014638787e-07,0,0,0,0,0,0,-2.69377574331391e-08,-6.02743992272584e-09,1.4306772317916e-06,8.20656849758409e-09,-6.57062072544552e-10,-1.72021046950641e-08,-2.00693952408118e-08,-2.46084216664633e-09,-2.46084216664633e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_152_H,-3.63012008609741e-05,-9.99009649496483e-06,0.00498472003173533,0.000114841364274849,-3.62075395041428e-07,-3.54362657093121e-05,-1.83043289067484e-05,-6.07429151677516e-05,0.000223382557858504,-0.000181745606617808,-2.60683825226627e-06,-0.000136342901295245,-9.5022340479884e-09,-5.19571039021949e-08,-3.71972167415546e-07,-3.47943516380804e-09,-9.67309886578398e-08,-3.24358694655112e-07,-0.0614334356420878,-0.0622540162411629,0.0910131687785885,-0.0116349222588746,0,-0.000403734146597554,-0.0103396702504196,-0.0206655447556483,-0.0220456154451529,-0.000764093708616948,-0.00399291995888093,-0.0505729667562421,-0.00311036626173874,0.00242536612751073,-6.22267076054864e-05,-0.00018145364463071,-0.00193085470704074,-2.74732087378083e-06,-4.65039726254403e-06,-5.35823527569745e-06,2.78317962186033e-05,-7.78486130873081e-06,-1.74112999200171e-05,-5.89395237200425e-07,-1.25729631067952e-05,0,0,0,0,0,-0.00122205107753082,-1.27224130085474e-08,-6.81213901809224e-08,-6.4999332356692e-09,-5.53422428813649e-08,-2.42114129493517e-07,-0.00167449856020956,-0.000195855304623755,0.00550742692304006,-7.36542260063757e-06,-0.000202621075024289,-0.000621998937467851,-4.66635533090146e-07,-1.57835698708701e-06,-7.47110724060758e-08,-2.71404347596519e-06,-4.22376092311343e-06,0,0,0,0,0,0,0,0,-0.243356341228273,0,0,0,-8.84723625705443e-07,0,-3.02217784365211e-06,4.22227284535097e-06,-1.35227364387092e-05,-1.09533673463552e-07,-3.0067515123111e-05,-0.002821167,-4.74970174332128e-06,-0.0117678001530805,-0.00191714536126882,0.0730312575553006,-0.0153719500824897,-9.16114268177286e-05,-0.0040111951913127,-0.0273998648906339,0,0,0,0,0,0.0275283991415339,0,0,0,0,0,0,0,0,0,0,0,-2.31299710038077e-08,-5.17543121345107e-09,1.22844386614583e-06,7.04652908374541e-09,-5.64183069929969e-10,-1.47705013599913e-08,-1.72324860796639e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_153_H,-0.000457330894277498,-0.00012585753792163,0.0624631743930219,0.00122358085206677,-4.56150926919312e-06,0,-8.15071243711365e-05,-0.00027048139084837,0.000994697484866733,-0.000809292809256937,-1.16079584630152e-05,0,-1.48400499216914e-09,-8.11436565128923e-09,-5.80925023110278e-08,-5.43398439455729e-10,-1.51068968982173e-08,-5.06565003230534e-08,-3.46006398818408e-08,-1.06576422331526e-07,8.65455012088099e-07,-2.23756798563878e-08,-1.32341109076045e-07,-4.15018317281999e-09,-1.06286589448609e-07,-0.00467426317186571,-0.00650281820952587,-0.000968339722875484,-0.00506024714356742,-0.0162746557208542,-0.000694813280769953,0.000541793619887752,-1.39005953719132e-05,-4.05342623743128e-05,-0.000431326532245472,-2.88404365079227e-05,-1.21351907323618e-07,-5.62489244478371e-05,0.00033170161889339,-8.17228160132802e-05,-0.000182777881774182,-6.18726996135617e-06,-0.000131986673875106,0,0,0,0,0,-0.000272989496090081,-1.0716172608877e-08,-5.73790974278998e-08,-5.474936747676e-09,-4.6615137150528e-08,-2.03934332343825e-07,0,0,0,0,0,0,-3.72727501599468e-07,-1.2607206582259e-06,-5.96758484621316e-08,-2.12327689196125e-06,-3.37375048530949e-06,0,0,0,0,-1.22522870330312e-08,-8.63017993447706e-08,-6.11416789028068e-09,-2.64769001267225e-07,0,0,0,0,0,0,0,0,0,0,0,-0.00282103465889092,0,-0.0566076006579658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_154_H,-0.000707305450031496,-0.000194650577105993,0.0781804067529903,0,-7.0548051899415e-06,0.0037706572446486,-5.047314254379e-06,-1.6749512267871e-05,3.31010107808202e-05,-4.34319741317089e-05,-7.18820773848371e-07,-3.66532783149591e-05,-2.49950982609709e-09,-1.36670272572981e-08,-9.78452101678783e-08,-9.15246071322253e-10,-2.54445486626949e-08,-8.53207509282629e-08,-2.60125610573133e-06,-8.0123538253517e-06,4.06957698506825e-05,-1.68219067754483e-06,-7.0041087182034e-06,-3.12008371956938e-07,-7.99056435674923e-06,-0.0381692210110912,-0.0277223398285327,-0.000973510677782931,0.0123054902805215,-0.0288996256531509,-2.5047149976607e-05,8.08573954915213e-05,-5.01099081840544e-07,-1.46120947451593e-06,-1.55487821563663e-05,-1.13106630010892e-05,-4.75918777408167e-08,-2.20597433894053e-05,0.000114803955206295,-3.20501123889822e-05,-7.1681960300177e-05,-2.4265279553046e-06,-5.17626280873344e-05,0,0,0,0,0,0,-3.22594069574934e-09,-1.72731041421165e-08,-1.64814639569645e-09,-1.40327776959524e-08,-6.13913274804335e-08,-5.63242080648288e-07,-8.78212604026097e-08,2.73216418482688e-06,-3.30264578449107e-09,-9.08550229310794e-08,-2.78903503596427e-07,-9.35292432245292e-08,-3.16355108156494e-07,-1.49745777317035e-08,-5.35476451988755e-07,-8.46581828186286e-07,0,0,0,0,0,0,0,0,-0.235949622765825,0,0,0,-1.05140210696439e-08,0,-3.59154436494594e-08,5.01773258540614e-08,-1.02614172049144e-07,-1.30169390436817e-09,-3.57321177293254e-07,-0.0028141628912818,-6.15215892815687e-08,-0.01055756962628,-3.84497063108946e-05,0.00146469352885071,-0.0003244749337574,-1.83733196607086e-06,-8.04473568762529e-05,0,0,0,0,0,0,0,-2.23364131867684e-08,-3.61291630637559e-08,3.37851176166509e-06,8.72011768491225e-08,-2.03575397189255e-07,-5.16262618650991e-09,0,2.24071290952593e-07,-1.59256649713962e-07,-4.79228211865639e-10,-3.74316434219667e-09,0,0,0,0,0,0,0,-2.07340972680873e-09,-2.07340972680873e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_155_H,-1.09509734071889e-06,-3.01370969711427e-07,0.000150373913851704,3.46441631789428e-06,-1.09227186111046e-08,-1.06900486548351e-06,-2.70870489209448e-06,-8.98883713864588e-06,3.30565206931356e-05,-2.33083170325315e-05,-3.85764239857458e-07,-2.01762482318938e-05,0,0,0,0,0,0,-2.9183799362112e-09,-8.98915435285732e-09,9.15802119155417e-08,-1.88726958157322e-09,-6.74028937983002e-09,-3.50045876160683e-10,-8.96470849077936e-09,-0.000858937105827496,-0.00670210959072613,-0.000177940969184343,-0.000929865066740091,-0.00528235335794953,-6.25262779973162e-06,9.40984457898043e-05,-7.88734368254857e-07,-2.2999565825129e-06,-2.44739200602576e-05,-3.98120656950577e-05,-1.67517232454552e-07,-7.76474334838328e-05,0.000394744484755044,-0.000112812235661275,-0.000252311196288524,-8.54106345120334e-06,-0.000182197732331283,0,0,0,0,0,0,-1.27017569215081e-07,-6.80107884134847e-07,-6.4893799556762e-08,-5.52523893146601e-07,-2.4172103342527e-06,-7.32086347012821e-08,-1.14147624844024e-08,3.55119080450629e-07,-4.29268687641815e-10,-1.18090824763702e-08,-3.6251099506268e-08,-9.24110163930031e-07,-3.12572796250241e-06,-1.47955430893492e-07,-5.13912742083761e-06,-8.22626882654103e-06,0,0,0,0,-4.90501519755044e-07,-8.69115023056341e-08,-6.15736312252637e-09,-2.66639535198649e-07,0,0,0,0,-1.62703946018127e-09,-4.48279913642363e-09,-5.55789679899953e-09,7.76491588043711e-09,-1.58794913945747e-08,0,-5.52952720527737e-08,-0.00282116025971062,-9.5204349269549e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55495123798524e-08,-2.51513465316075e-08,1.56691068868257e-06,6.07051708622689e-08,-1.41719179904089e-07,-1.07772028223771e-08,0,4.67758396991455e-07,-3.32455063135211e-07,-1.0004093751697e-09,-7.81401555254091e-09,0,0,0,0,0,0,0,-1.44340588374401e-09,-1.44340588374401e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_156_H,0,0,0,0,0,0,-2.48819856616089e-05,0,0.0072022623257147,0,-6.92137156196754e-06,0,-2.66168783728731e-08,-1.45537976457675e-07,-1.04193791567257e-06,-9.7463082990449e-09,-2.70954908813106e-07,-9.08566962381511e-07,-5.19635648933659e-08,-1.6005746878784e-07,1.63064247590724e-06,-3.36040054814365e-08,-2.40112871124649e-07,-6.23278394147182e-09,-1.59622195050963e-07,-7.65105824522002e-05,-0.000596996339971739,-1.58502492231804e-05,-8.2828553307984e-05,-0.000470530297728483,0,0,0,0,0,-1.20721963817978e-07,0,-4.71819061037237e-09,1.22769477414563e-06,-3.42080080346505e-07,-7.65082207552853e-07,-2.58990317362815e-08,-5.52477437837276e-07,-1.45277974252843e-05,-6.60469314160441e-06,-5.40717325004613e-07,-5.40717325004613e-07,-1.63164404264085e-05,0,-1.15698583272445e-07,-6.19501059208425e-07,-5.91108829926494e-08,-5.03286530015311e-07,-2.20180415097525e-06,0,0,0,0,0,0,-1.464597278806e-08,-4.95388195786089e-08,-2.34490572584574e-09,-8.34321466694409e-08,-1.32568317576535e-07,0,0,0,0,-2.24379406034862e-08,-1.58046790974736e-07,-1.11970390174511e-08,-4.84878546189968e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.14583271214651e-10,-1.47933904449222e-09,1.38336012724336e-07,3.57052571106978e-09,-8.33556628556924e-09,0,0,0,0,0,0,-5.19412782425977e-09,-1.16220860215966e-09,2.75862622769346e-07,1.58238731783592e-09,0,-3.31690308126924e-09,-3.86977291985437e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_157_H,-0.000102459708649068,-2.8196928806027e-05,0.0140691671432728,0.000324138387860121,-1.02195350580877e-06,-0.000100018439447561,-2.20198526981265e-06,-7.3072880806658e-06,2.68726105416601e-05,-1.89480112505248e-05,-3.13599010459117e-07,-1.64018611021005e-05,-3.92264702267244e-10,-2.14485749245224e-09,-1.53554996399892e-08,-1.43635653646973e-10,-3.99318226369265e-09,-1.33899529462353e-08,-1.73880866811656e-09,-5.35585490903498e-09,5.45646796466911e-08,-1.12445972739676e-09,-4.01595195123161e-09,-2.0856187919687e-10,-5.34128974692113e-09,-8.24244928496579e-06,-6.43141366568664e-05,-1.70753994008284e-06,-8.9230813321107e-06,-5.0690009038813e-05,-1.42758947753184e-05,2.99003107185191e-05,-2.85606856310816e-07,-8.32832187389387e-07,-8.86219702265313e-06,-3.5358264130804e-08,0,-6.89609648298462e-08,3.59579605263054e-07,-1.00191857821461e-07,-2.24084979409554e-07,-7.58556915330054e-09,-1.61815154057751e-07,0,0,0,0,0,-5.60894477525034e-06,-1.51516763580261e-08,-8.11287337069404e-08,-7.74105389201495e-09,-6.59094900080954e-08,-2.88344273160005e-07,-0.0194026115052663,-0.00893187235360704,0.321584873249206,-0.000335896005602944,-0.00924042155378046,0.0148310571377516,-8.85308301802102e-08,-2.99448379899853e-07,-1.41743026296412e-08,-4.83360630881004e-07,-8.01338591876426e-07,0,0,0,0,-3.39669722289356e-10,-2.39254174649038e-09,-1.6950286127996e-10,-7.34018170557165e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00209012375565029,0.0419383898927321,-0.0395848027587333,-9.98772567532522e-05,-0.00437311355064082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000205087706390958,-4.58892627654449e-05,0.000332293130388422,6.24798227185349e-05,-5.00247111323654e-06,-0.000130966365918335,-0.000152796172762628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_158_H,-1.03655685188917e-05,-2.85260617480627e-06,0.0014233539335056,3.27921942514495e-05,-1.03388241360949e-07,-1.01185919901182e-05,-1.72989113662977e-05,-5.7406437076755e-05,0.000211112632910925,-0.000171762710127896,-2.46365021640335e-06,-0.000128853878060548,-6.26212845609065e-08,-3.42405856558408e-07,-2.4513577361735e-06,-2.29300497550019e-08,-6.3747311800668e-07,-2.13757712294004e-06,-9.67246944815149e-08,-2.97930093898638e-07,2.41934461089723e-06,-6.25503113617608e-08,-3.69954237448788e-07,-1.1601669818945e-08,-2.97119877753889e-07,-0.0337782594037508,0.00224715135193812,-0.000891808000273343,-0.00466031577491533,-0.0421688195001177,-0.00264681059479114,0.00204605379388121,-5.29527056010119e-05,-0.000154410570542759,-0.00164308839073533,-3.25895741177892e-06,-1.37127153986442e-08,-6.35610522689261e-06,3.30149417330036e-05,-9.2346444508481e-06,-2.06538251372717e-05,-6.99158949750971e-07,-1.4914439625876e-05,-7.19103477916427e-08,-4.68128064400344e-08,-2.22082700799641e-09,-2.22082700799641e-09,-6.70146671794236e-08,-0.00103992181858877,-5.57163414077838e-07,-2.98329776744646e-06,-2.84657084346373e-07,-2.42364974048479e-06,-1.06031092446427e-05,-0.0538468106017664,-0.00672879810839113,0.150050400728635,-0.000253046205502979,-0.0069612426835349,-0.0213693740993898,0,0,0,0,0,0,-0.000633924252960035,0,0,-1.62082529590766e-09,-1.14166554442648e-08,-8.0882842144301e-10,-3.50256481642313e-08,-0.326797382607283,0,0.00546658566931631,0,-3.12691093292315e-08,0,-1.06813932238091e-07,1.49229326970736e-07,-3.05178555690486e-07,-3.8712885145722e-09,-1.06268713791068e-06,-0.00282079704576255,-1.82967609500768e-07,-0.0659829267257314,-0.00731845622013903,0.155199779474867,-0.0586804454005557,-0.000349714857295065,-0.0228655489506901,0,0,0,0,0,-6.94743561068942e-08,0,0,0,0,0,0,0,0,0,0,0,0,-0.00223220095781129,-0.000499464634428212,0,0.000680038421465913,-5.4447538601379e-05,-0.0014254547607387,-0.00166305318437984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
